id,name,region,regime_type,alliance_block,gdp,population,fx_reserves,public_debt_pct_gdp,energy_reserve,energy_production,energy_consumption,food_reserve,food_production,food_consumption,metals_reserve,metals_production,metals_consumption,trust_gov,social_tension,inequality_gini,climate_risk,co2_annual_emissions,biodiversity_local,pdi,idv,mas,uai,lto,ind,traditional_secular,survival_self_expression,tech_level,security_index,military_power,water_stress,regime_stability,debt_crisis_prone,conflict_proneness
C01,United States,North America,Democracy,Western,19.477336549,323687991.46997267,0.33152960493594974,90.25953274659018,2.498189611040825,0.05057509484152776,0.20636419127818198,8.689052083748392,196.5164109182545,192.38383525648663,0.0,257.0059939253687,137.59937774806508,0.5676351570488248,0.28994778752246786,41.8972709739772,0.6196675016177212,5.151834703827225,0.6661296108533149,40.0,91.0,62.0,46.0,26.0,68.0,4.5,7.5,1.000269937772706,0.5,0.85,0.3957842753148658,0.6623489760414234,0.2194699664250736,0.3782423729931513
C02,China,East Asia,Autocracy,Eurasian,12.5375590622829,1388151581.1273656,3.34519376388814,64.01993694345458,2.498189611040825,0.05057509484152776,0.1381475825674942,8.75996780391406,702.2374220562623,708.7228889460962,0.0,153.94969172698117,82.24483355109993,0.5714420270635675,0.3145930175979914,36.06854429568097,0.7511036684144162,10.670834916711586,0.5087079249132764,80.0,20.0,66.0,30.0,87.0,24.0,7.0,4.0,1.0001350400924616,0.5,0.6699999999999999,0.5261307160768232,0.7567034881103836,0.586924674033501,0.5213495470650329
C03,Japan,East Asia,Democracy,Western,4.93083736915142,127996986.94594361,1.20701920362756,150.93965623354777,0.3122737013801031,0.006321886855190969,0.031857003998506536,9.383759785500091,60.00704007862156,57.85090445811441,0.0,34.97141819000224,18.939205286857202,0.371472956170091,0.4959245007785339,32.251779718171846,0.7010691401343442,1.3561886330348447,0.637316041504377,54.0,46.0,95.0,92.0,88.0,42.0,7.5,6.5,1.000251263953763,0.5,0.6,0.5951465337549102,0.5003391772506796,0.5002850310909868,0.4026229351959982
C04,Germany,Europe,Democracy,Western,3.76535162610589,82443880.94931059,0.0585068105554249,34.06433481685445,0.6245474027602063,0.01264377371038194,0.03449620641622288,10.873242405113109,39.12374295152202,39.06606443047599,0.0,40.06438980398268,21.56079632551295,0.5750066785030825,0.2961995888216385,32.642798914650015,0.6076668639008084,0.792203962917641,0.5914845967981051,35.0,67.0,66.0,65.0,83.0,40.0,8.0,7.5,1.0002701492583612,0.5,0.65,0.2693919756361003,0.6709547508980012,0.218069052279073,0.448153938029727
C05,India,South Asia,Democracy,IndoPacific,2.65147426275545,1348453105.923674,0.334310993025188,33.00318195280672,1.5613685069005152,0.031609434275954834,0.027511693370218186,9.786246893610418,579.9908508876415,582.7720490613794,0.0,29.42033963481151,15.611136996297219,0.5801001795762049,0.2982970580593594,25.432860358243534,0.6159255464303623,2.4293027775444087,0.6060037988885857,77.0,48.0,56.0,40.0,51.0,26.0,3.5,4.5,1.000135048492365,0.5,0.74,0.7482418138556036,0.6259328143826288,0.7223365336846855,0.4699296523087955
C06,United Kingdom,Europe,Democracy,Western,2.6991183878731,65837232.230864465,0.137534739505898,171.07137755234288,0.3122737013801031,0.006321886855190969,0.025865659658655626,9.14846425987772,31.221390337870876,31.967329162298828,0.0,25.99632599797827,13.735221858145389,0.5750227106083962,0.2890830534452034,32.84379441690908,0.5033368372701802,0.3735414062959977,0.592994160046452,35.0,89.0,66.0,35.0,51.0,69.0,6.5,7.5,1.0002684814383727,0.5,0.7,0.3210591051612422,0.5993008139124154,0.2041034979217373,0.3571891625682956
C07,France,Europe,Democracy,Western,2.58886832333471,67177188.78446217,0.055192504338294,93.19159094901924,0.3122737013801031,0.006321886855190969,0.02310921934199133,8.877341208503134,35.46617575820218,35.01830646746826,0.0,22.988972179620774,12.181479493455216,0.5754272097452543,0.29469393984288816,32.03179558363223,0.5020124017822474,0.32836323996413164,0.5930099146357621,68.0,71.0,43.0,86.0,63.0,48.0,7.5,7.0,1.0002700466876737,0.5,0.69,0.2625626061875527,0.6837568562275942,0.2106063416183932,0.4487511955411998
C08,Italy,Europe,Democracy,Western,1.97072090458471,60778155.41099646,0.0470336929795149,134.7890933611528,0.3122737013801031,0.006321886855190969,0.01751746682708092,11.454430276257241,32.22430464189468,33.802350089277034,10.5397317506989,18.926819677205728,10.067764713673927,0.5733633056367864,0.29389262444750686,34.42439462032844,0.532051014071835,0.3535606200079883,0.5939330112906633,50.0,76.0,70.0,75.0,61.0,30.0,6.5,6.5,1.0002685046739215,0.5,0.65,0.2950214002445436,0.5736271677842548,0.2106883565615579,0.3751950787714537
C09,Brazil,South America,Democracy,Latin,2.06351468880578,202508075.669789,0.354174892918288,56.084017064223076,0.9368211041403093,0.018965660565572907,0.01656779825847293,9.616120223133947,115.81480450987476,110.63863073716207,8.773883930312227,18.530556911147883,9.979000101263065,0.5588118907958326,0.3189282417138241,51.91980058509393,0.5373798506150285,0.5044372428239382,0.8287233569539082,69.0,38.0,49.0,76.0,44.0,59.0,4.0,5.5,1.000134555824333,0.5,0.64,0.4247980162414667,0.6758384135908102,0.7033722519983744,0.3270361678880112
C10,Canada,North America,Democracy,Western,1.64926564424409,36348121.083881564,0.0796954458698993,39.51737104825593,4.82522794117647,0.024999999999999998,0.016433267674913953,10.43096901857821,22.157462415449604,22.830124680166897,10.144569302762056,18.208309726082728,9.695812381448897,0.5760561880358991,0.2916407444718105,31.44724410043995,0.5140284947229994,0.5511223363347272,0.695833269198678,39.0,80.0,52.0,48.0,36.0,68.0,5.5,7.5,1.0002701375213492,0.5,0.63,0.3135427912744069,0.6410837030231167,0.2767727952452168,0.3200777769259371
C11,South Korea,East Asia,Democracy,Western,1.71019675671317,51539095.165740706,0.363149330364607,15.899257388738613,6.450387254901958,0.024999999999999998,0.013949086953697504,11.655006235921384,22.34817551985029,23.450519107631735,7.265697175667597,17.07633594684651,9.023976348638547,0.574231114498017,0.3125208508413212,33.01249260855116,0.8629928176935251,0.6455866948629186,0.6445675135520554,60.0,18.0,39.0,85.0,100.0,29.0,6.0,6.0,1.0002698645248418,0.5,0.78,0.5097499816689529,0.6821231437156319,0.463974538338331,0.3052543372541993
