id,name,region,regime_type,alliance_block,gdp,population,fx_reserves,public_debt_pct_gdp,energy_reserve,energy_production,energy_consumption,food_reserve,food_production,food_consumption,metals_reserve,metals_production,metals_consumption,trust_gov,social_tension,inequality_gini,climate_risk,co2_annual_emissions,biodiversity_local,pdi,idv,mas,uai,lto,ind,traditional_secular,survival_self_expression,tech_level,security_index,military_power,water_stress,regime_stability,debt_crisis_prone,conflict_proneness
C01,United States,North America,Democracy,Western,21.380976119,325518277.3066781,0.4649773708820637,79.63136273106056,2.447969589139673,0.04976274833677738,0.20636419127818198,9.040089787931826,196.5164109182545,192.38383525648663,0.0,389.4614123958033,151.730182043941,0.5350899664819836,0.2841546762941572,43.083033026989895,0.6072951025270641,5.06479227257925,0.6659257386514285,40.0,91.0,62.0,46.0,26.0,68.0,4.5,7.5,1.0005724384845012,0.5,0.85,0.3957842753148658,0.6623489760414234,0.2194699664250736,0.3782423729931513
C02,China,East Asia,Autocracy,Eurasian,14.560167101283401,1395202909.3840756,3.34519376388814,48.54328997504996,2.447969589139673,0.04976274833677738,0.1381475825674942,9.113870503192189,702.2374220562623,708.7228889460962,0.0,233.11991780887467,90.69098836864106,0.5397604553861809,0.33343117154889584,36.47857152621661,0.7290606558691347,11.796437609359707,0.5084704967317022,80.0,20.0,66.0,30.0,87.0,24.0,7.0,4.0,1.0002857155531266,0.5,0.6699999999999999,0.5261307160768232,0.7567034881103836,0.586924674033501,0.5213495470650329
C03,Japan,East Asia,Democracy,Western,5.11799385301651,128818252.19479968,1.2881450468333795,158.16284621234627,0.3059961986424591,0.0062203435420971715,0.031857003998506536,9.762863680834295,60.00704007862156,57.85090445811441,0.0,53.2026079150111,20.88417195609609,0.25529070001523274,0.5762503002818292,34.35053181934538,0.6878415115100642,1.2229655515970703,0.6370667246920002,54.0,46.0,95.0,92.0,88.0,42.0,7.5,6.5,1.0005359389812074,0.5,0.6,0.5951465337549102,0.5003391772506796,0.5002850310909868,0.4026229351959982
C04,Germany,Europe,Democracy,Western,3.9598947940392097,83193600.86496188,0.09426204407391522,1.4479039089943768,0.6119923972849183,0.012440687084194345,0.03449620641622288,11.312521398279678,39.12374295152202,39.06606443047599,0.0,60.81916607252423,23.774987976124162,0.5496450210162193,0.29596564813452797,34.17702518437157,0.5886954424169026,0.8130914267262032,0.591285541010528,35.0,67.0,66.0,65.0,83.0,40.0,8.0,7.5,1.0005727106155615,0.5,0.65,0.2693919756361003,0.6709547508980012,0.218069052279073,0.448153938029727
C05,India,South Asia,Democracy,IndoPacific,2.83560625655819,1368353372.3263905,0.334310993025188,22.723776153186453,1.5299809932122952,0.03110171771048585,0.027511693370218186,10.18161126811228,579.9908508876415,582.7720490613794,0.0,44.4478762231658,17.214326816927684,0.5602479245730068,0.2993103018058572,25.69140650810323,0.6191081584361671,2.5613596578804376,0.6057970063451775,77.0,48.0,56.0,40.0,51.0,26.0,3.5,4.5,1.0002863568519047,0.5,0.74,0.7482418138556036,0.6259328143826288,0.7223365336846855,0.4699296523087955
C06,United Kingdom,Europe,Democracy,Western,2.8757100800153,66530383.9510009,0.137534739505898,166.82860466065972,0.3059961986424591,0.0062203435420971715,0.025865659658655626,9.51806221597678,31.221390337870876,31.967329162298828,0.0,39.21807589815535,15.14576408016949,0.5492989391086219,0.28166303598282344,35.21207603834606,0.4992151038506209,0.357855956823269,0.5928245046020321,35.0,89.0,66.0,35.0,51.0,69.0,6.5,7.5,1.0005706536456018,0.5,0.7,0.3210591051612422,0.5993008139124154,0.2041034979217373,0.3571891625682956
C07,France,Europe,Democracy,Western,2.7227935151717597,67787976.71113105,0.055192504338294,70.96919743393609,0.3059961986424591,0.0062203435420971715,0.02310921934199133,9.23598579332666,35.46617575820218,35.01830646746826,0.0,34.715064188909075,13.432459734597053,0.5504660842590852,0.2928775347578085,33.56060065928857,0.4973330572159064,0.33094131992605463,0.5928448759351822,68.0,71.0,43.0,86.0,63.0,48.0,7.5,7.0,1.0005728124416333,0.5,0.69,0.2625626061875527,0.6837568562275942,0.2106063416183932,0.4487511955411998
C08,Italy,Europe,Democracy,Western,2.01960679658353,61305585.91217099,0.0470336929795149,122.44090855149236,0.3059961986424591,0.0062203435420971715,0.01751746682708092,11.917189259418034,32.22430464189468,33.802350089277034,0.0,28.618215161952442,11.10167645945471,0.5464684357743065,0.2914357662891501,35.629548518997076,0.523476236093906,0.35208138111997056,0.5937514129650294,50.0,76.0,70.0,75.0,61.0,30.0,6.5,6.5,1.0005708126632498,0.5,0.65,0.2950214002445436,0.5736271677842548,0.2106883565615579,0.3751950787714537
C09,Brazil,South America,Democracy,Latin,1.8732881588386299,203175353.21414784,0.354174892918288,57.61084883631031,0.9179885959273771,0.01866103062629151,0.01656779825847293,10.00461148014856,115.81480450987476,110.63863073716207,0.0,28.13650612371905,11.003796141821157,0.5134686823619723,0.3438716201663276,53.57064805445302,0.5377596394647031,0.48201217947621156,0.8285457423567809,69.0,38.0,49.0,76.0,44.0,59.0,4.0,5.5,1.000425909609187,0.5,0.64,0.4247980162414667,0.6758384135908102,0.7033722519983744,0.3270361678880112
C10,Canada,North America,Democracy,Western,1.74372518367252,36966439.78530889,0.0796954458698993,21.532814240141963,4.871965022794116,0.024999999999999998,0.016433267674913953,10.85238016692877,22.157462415449604,22.830124680166897,0.0,27.541657793593842,10.691526384622954,0.5516332713532265,0.28667156040344743,33.18178334494235,0.5080061537209382,0.5570218252821095,0.6956619569534219,39.0,80.0,52.0,48.0,36.0,68.0,5.5,7.5,1.0005729766258438,0.5,0.63,0.3135427912744069,0.6410837030231167,0.2767727952452168,0.3200777769259371
