id,name,region,regime_type,alliance_block,gdp,population,fx_reserves,public_debt_pct_gdp,energy_reserve,energy_production,energy_consumption,food_reserve,food_production,food_consumption,metals_reserve,metals_production,metals_consumption,trust_gov,social_tension,inequality_gini,climate_risk,co2_annual_emissions,biodiversity_local,pdi,idv,mas,uai,lto,ind,traditional_secular,survival_self_expression,tech_level,security_index,military_power,water_stress,regime_stability,debt_crisis_prone,conflict_proneness
C01,United States,North America,Democracy,Western,25.604848907611,328212217.9991816,0.5444471656975793,60.16311461425075,2.3738210353320106,0.0485394146650181,0.20636419127818198,9.593415603671557,196.5164109182545,192.38383525648663,0.0,646.9182380674849,218.42374007851933,0.4841434888767249,0.2821239145516021,46.49023784622811,0.5894927002418854,4.885153769482485,0.6659470313751649,40.0,91.0,62.0,46.0,26.0,68.0,4.5,7.5,1.0009384427762895,0.5,0.85,0.3957842753148658,0.6623489760414234,0.2194699664250736,0.3782423729931513
C02,China,East Asia,Autocracy,Eurasian,18.3167650216902,1403614830.2530456,3.34519376388814,29.30023649418042,2.3738210353320106,0.0485394146650181,0.1381475825674942,9.671712288951575,702.2374220562623,708.7228889460962,0.0,387.00501613200106,130.55454494320307,0.4874220180365682,0.3687553634127288,37.34292975425959,0.6987110758164347,12.890650829741094,0.5084954538280989,80.0,20.0,66.0,30.0,87.0,24.0,7.0,4.0,1.000859525652782,0.5,0.6699999999999999,0.5261307160768232,0.7567034881103836,0.586924674033501,0.5213495470650329
C03,Japan,East Asia,Democracy,Western,4.26246331779653,129997605.67082205,1.4672715971839478,216.75576072018353,0.29672762941650127,0.0060674268331272615,0.031857003998506536,10.3604290410108,60.00704007862156,57.85090445811441,0.0,88.6390157948945,30.06388633852952,0.056442563110246806,0.7249367539427516,38.18673771554952,0.6691336791310745,1.038517726174381,0.6370922390776563,54.0,46.0,95.0,92.0,88.0,42.0,7.5,6.5,1.000804170233908,0.5,0.6,0.5951465337549102,0.5003391772506796,0.5002850310909868,0.4026229351959982
C04,Germany,Europe,Democracy,Western,4.20102170647862,84290596.61528999,0.09426938406337795,0.0,0.5934552588330027,0.012134853666254525,0.03449620641622288,12.00493820802558,39.12374295152202,39.06606443047599,0.0,101.16073063311164,34.22537114311884,0.5083302029786917,0.30193876782813056,39.71872444490152,0.5623125377602295,0.7417347754874191,0.5913072238271336,35.0,67.0,66.0,65.0,83.0,40.0,8.0,7.5,1.0009391561160654,0.5,0.65,0.2693919756361003,0.6709547508980012,0.218069052279073,0.448153938029727
C05,India,South Asia,Democracy,IndoPacific,3.34610728773093,1397541243.8877351,0.334310993025188,6.546653747428417,1.4836381470825062,0.0303371341656363,0.027511693370218186,10.804807330610895,579.9908508876415,582.7720490613794,0.0,73.65726540769612,24.780947308152566,0.5296225766207568,0.30481977015454564,27.37068679377991,0.6216341654063318,2.549667717434552,0.6058170795693952,77.0,48.0,56.0,40.0,51.0,26.0,3.5,4.5,1.000469961412368,0.5,0.74,0.7482418138556036,0.6259328143826288,0.7223365336846855,0.4699296523087955
C06,United Kingdom,Europe,Democracy,Western,3.18124435046541,67539403.96042746,0.20950465103372654,149.35523264625368,0.29672762941650127,0.0060674268331272615,0.025865659658655626,10.100643768092288,31.221390337870876,31.967329162298828,0.0,64.91751347823651,21.803140233361507,0.5060899843120851,0.2763042703498242,42.10292845746717,0.4994068091869136,0.3351969518216596,0.5928414273362029,35.0,89.0,66.0,35.0,51.0,69.0,6.5,7.5,1.000935005700047,0.5,0.7,0.3210591051612422,0.5993008139124154,0.2041034979217373,0.3571891625682956
C07,France,Europe,Democracy,Western,2.79478813706694,68676022.48504885,0.06534372558732007,34.69306356614239,0.29672762941650127,0.0060674268331272615,0.02310921934199133,9.8013020117646,35.46617575820218,35.01830646746826,0.0,57.50735506766463,19.33674667862145,0.5097427926743475,0.2962037883878731,39.08957405977549,0.49282618302047554,0.2997973369475435,0.5928616475954519,68.0,71.0,43.0,86.0,63.0,48.0,7.5,7.0,1.000939987450953,0.5,0.69,0.2625626061875527,0.6837568562275942,0.2106063416183932,0.4487511955411998
C08,Italy,Europe,Democracy,Western,2.10406763031946,62062152.41688907,0.07893662100683035,92.4004851369366,0.29672762941650127,0.0060674268331272615,0.01751746682708092,12.646616579608494,32.22430464189468,33.802350089277034,0.0,47.455616807312026,15.981459066024922,0.5032166585379769,0.29385187724109507,40.868986134994024,0.5104396923148075,0.3104364887296408,0.5937703895334266,50.0,76.0,70.0,75.0,61.0,30.0,6.5,6.5,1.0009352434029632,0.5,0.65,0.2950214002445436,0.5736271677842548,0.2106883565615579,0.3751950787714537
C09,Brazil,South America,Democracy,Latin,1.95192383208387,203867950.1757765,0.354174892918288,47.953660423758905,0.8901828882495036,0.01820228049938178,0.01656779825847293,10.616973739625491,115.81480450987476,110.63863073716207,0.0,46.80782376697567,15.840555095769338,0.43403495674271,0.3953029070918283,64.61701123466864,0.5371046078644444,0.35681140940347394,0.8285638364436648,69.0,38.0,49.0,76.0,44.0,59.0,4.0,5.5,1.0009805345004472,0.5,0.64,0.4247980162414667,0.6758384135908102,0.7033722519983744,0.3270361678880112
C10,Canada,North America,Democracy,Western,2.19041108013432,37861515.60639888,0.0796954458698993,0.0,4.9438379349498,0.024999999999999998,0.016433267674913953,11.516632652186146,22.157462415449604,22.830124680166897,0.0,45.68311394615355,15.391026021449173,0.5113546556868558,0.2848913868718085,38.726778975181354,0.4996953938279702,0.5546202383761648,0.6956794713943705,39.0,80.0,52.0,48.0,36.0,68.0,5.5,7.5,1.0009409782781562,0.5,0.63,0.3135427912744069,0.6410837030231167,0.2767727952452168,0.3200777769259371
