iso3,iso2,name,wb_region,income_level,gdp_usd_current,gdp_usd_current_source_year,src_gdp_usd_current,population,population_source_year,src_population,fx_reserves_usd,fx_reserves_usd_source_year,src_fx_reserves_usd,public_debt_pct_gdp,public_debt_pct_gdp_source_year,src_public_debt_pct_gdp,co2_mtco2e,co2_mtco2e_source_year,src_co2_mtco2e,inequality_gini,inequality_gini_source_year,src_inequality_gini,water_stress_pct,water_stress_pct_source_year,src_water_stress_pct,military_gdp_ratio,military_gdp_ratio_source_year,src_military_gdp_ratio,military_spending_usd,military_spending_usd_source_year,src_military_spending_usd,wgi_pv,wgi_pv_source_year,src_wgi_pv,wgi_ge,wgi_ge_source_year,src_wgi_ge,wgi_rl,wgi_rl_source_year,src_wgi_rl,wgi_va,wgi_va_source_year,src_wgi_va,rd_pct_gdp,rd_pct_gdp_source_year,src_rd_pct_gdp,high_tech_exports_pct,high_tech_exports_pct_source_year,src_high_tech_exports_pct,manufacturing_share_pct,manufacturing_share_pct_source_year,src_manufacturing_share_pct,energy_use_kg_oe_pc,energy_use_kg_oe_pc_source_year,src_energy_use_kg_oe_pc,energy_imports_net_pct,energy_imports_net_pct_source_year,src_energy_imports_net_pct,agri_share_pct,agri_share_pct_source_year,src_agri_share_pct,food_production_index,food_production_index_source_year,src_food_production_index,arable_land_pct,arable_land_pct_source_year,src_arable_land_pct,coal_rents_pct,coal_rents_pct_source_year,src_coal_rents_pct,gas_rents_pct,gas_rents_pct_source_year,src_gas_rents_pct,oil_rents_pct,oil_rents_pct_source_year,src_oil_rents_pct,mineral_rents_pct,mineral_rents_pct_source_year,src_mineral_rents_pct,ndgain_name,climate_vulnerability,habitat_vulnerability,ecosystem_vulnerability,ndgain_governance_readiness,ndgain_source,hofstede_name,pdi,idv,mas,uai,lto,ind,hofstede_source,src_climate_vulnerability,src_habitat_vulnerability,src_ecosystem_vulnerability,src_ndgain_governance_readiness,src_pdi,src_idv,src_mas,src_uai,src_lto,src_ind,model_region,wgi_pv_unit,wgi_ge_unit,wgi_rl_unit,wgi_va_unit,alliance_block,regime_type,override_name,override_model_region,override_alliance_block,override_regime_type,override_gdp_usd_current,override_population,override_fx_reserves_usd,override_public_debt_pct_gdp,override_co2_mtco2e,override_note,fossil_rents_pct,food_domestic_supply_raw,food_consumption_raw,food_production_raw,food_stock_variation_raw,src_food_production_raw,src_food_consumption_raw,wmd_energy_production_raw,src_wmd_energy_production_raw,wmd_metals_production_raw,src_wmd_metals_production_raw,energy_consumption_raw,src_energy_consumption_raw,energy_production_raw,src_energy_production_raw,src_food_domestic_supply_raw,src_food_stock_variation_raw,food_reserve_raw,src_food_reserve_raw,metals_production_raw,src_metals_production_raw,metals_consumption_raw,src_metals_consumption_raw,energy_reserve_raw,src_energy_reserve_raw,metals_reserve_raw,src_metals_reserve_raw,gdp_per_capita,fx_to_gdp,water_stress,climate_risk,biodiversity_local,regime_stability,trust_gov,security_index,tech_level,military_power,debt_crisis_prone,social_tension,conflict_proneness,traditional_secular,survival_self_expression
MNE,ME,Montenegro,Europe & Central Asia,Upper middle income,7644389159.84471,2023.0,direct_2023,623529.0,2023.0,direct_2023,1573580964.08645,2023.0,direct_2023,49.5131518533858,,region_median_imputed,36.9706,,region_median_imputed,34.3,2021.0,latest_2021,8.392463680999999,,region_median_imputed,1.51875139564723,2023.0,direct_2023,114260526.099714,2023.0,direct_2023,0.0693022906780243,2023.0,direct_2023,0.247063115239143,2023.0,direct_2023,-0.0421564690768719,2023.0,direct_2023,0.342006295919418,2023.0,direct_2023,0.36328,2019.0,latest_2019,7.99520160312392,2023.0,direct_2023,2.89540731212438,2023.0,direct_2023,1722.21524778677,2023.0,direct_2023,24.3527580071175,2023.0,direct_2023,3.7692433716629,2023.0,direct_2023,100.56,2022.0,latest_2022,0.672862453531598,2023.0,direct_2023,0.14484831357974,2021.0,latest_2021,0.0,2021.0,latest_2021,0.0,2021.0,latest_2021,0.0135600897455756,2021.0,latest_2021,Montenegro,0.363229797256813,0.494841662596841,0.510158700617446,0.517058824116315,direct_ndgain,,48.0,61.5,48.5,74.5,61.0,49.0,,direct_ndgain,direct_ndgain,direct_ndgain,direct_ndgain,region_median_imputed,region_median_imputed,region_median_imputed,region_median_imputed,region_median_imputed,region_median_imputed,Europe,0.5138604581356049,0.5494126230478286,0.4915687061846256,0.5684012591838836,Western,Hybrid,,,,,,,,,,,0.14484831357974,1040.0,798.0,309.0,16.0,direct_faostat_fbs_2023,direct_faostat_fbs_2023,0.6517525,direct_wmd_2023,0.00017412551327921526,direct_wmd_2023,1.073851151237237,direct_2023,0.8123387790197873,direct_wmd_2023_plus_wb_balance,,,73.04769230769232,derived_faostat_buffer,0.00017412551327921526,direct_wmd_2023,1.1771147576928223e-05,derived_wb_manufacturing_demand,0.35181298967312624,derived_wmd_wb_reserve_proxy,5.503844853158295e-05,derived_wmd_wb_reserve_proxy,12259.877503443642,0.2058478357371351,0.08392463681,0.363229797256813,0.4974998183928565,0.5153979531303048,0.5631151819184422,0.42913381275665713,1.242261425664277,0.7429835641791819,0.5184079131161266,0.36026166860618075,0.3775010024302161,5.457420724935667,5.805314240986031
MNG,MN,Mongolia,East Asia & Pacific,Upper middle income,20325121393.9074,2023.0,direct_2023,3481145.0,2023.0,direct_2023,4385614039.30989,2023.0,direct_2023,67.5710143296444,2021.0,latest_2021,27.1526,2023.0,direct_2023,31.4,2022.0,latest_2022,3.395007342,2022.0,latest_2022,0.542565742478439,2023.0,direct_2023,111467041.986021,2023.0,direct_2023,0.592669785022736,2023.0,direct_2023,-0.47153577208519,2023.0,direct_2023,-0.184480711817741,2023.0,direct_2023,0.250342100858688,2023.0,direct_2023,0.08365,2022.0,latest_2022,22.5365545669935,2023.0,direct_2023,6.29808745235684,2023.0,direct_2023,1890.63113929262,2022.0,latest_2022,-226.427034086937,2022.0,latest_2022,9.92060281298024,2023.0,direct_2023,157.87,2022.0,latest_2022,0.733569879360895,2023.0,direct_2023,4.89275510557756,2021.0,latest_2021,0.0,2021.0,latest_2021,1.49715573696848,2021.0,latest_2021,26.5731453966821,2021.0,latest_2021,Mongolia,0.365310365874975,0.632276421833031,0.416243962685947,0.481591947281317,direct_ndgain,Montenegro,60.0,20.0,39.0,85.0,75.0,20.0,partial_hofstede,direct_ndgain,direct_ndgain,direct_ndgain,direct_ndgain,region_median_imputed,region_median_imputed,region_median_imputed,region_median_imputed,direct_hofstede,direct_hofstede,East Asia,0.6185339570045472,0.40569284558296204,0.4631038576364518,0.5500684201717376,NonAligned,Hybrid,,,,,,,,,,,6.3899108425460405,3487.0,2635.0,2692.0,64.0,direct_faostat_fbs_2023,direct_faostat_fbs_2023,55.094052999999995,direct_wmd_2023,0.0029058824718148518,direct_wmd_2023,6.581561137392808,latest_2022,55.094052999999995,direct_wmd_2023_plus_wb_balance,,,267.0218669343275,derived_faostat_buffer,0.0029058824718148518,direct_wmd_2023,7.931236351320163e-05,derived_wb_manufacturing_demand,1102.7251582328263,derived_wmd_wb_reserve_proxy,0.04366616260037325,derived_wmd_wb_reserve_proxy,5838.6310808390335,0.21577307974281074,0.03395007342,0.365310365874975,0.47573980774051106,0.5371082098782064,0.507228373759985,0.3668677902986332,1.1617906158636224,0.7224239297121912,0.6330151911817358,0.36202738530277184,0.3255810460433157,4.117902241410795,4.674114483497153
MNP,MP,Northern Mariana Islands,East Asia & Pacific,High income,1096000000.0,2022.0,latest_2022,45143.0,2023.0,direct_2023,102040328419.6615,,region_median_imputed,55.73318954187255,,region_median_imputed,0.0001,2023.0,direct_2023,34.75,,region_median_imputed,25.37720149,,region_median_imputed,1.604873274774315,,region_median_imputed,5142604807.85825,,region_median_imputed,0.4264271557331085,,region_median_imputed,0.6172470748424534,,region_median_imputed,0.10237138904631131,,region_median_imputed,-0.19277935102581978,,region_median_imputed,0.42494,,region_median_imputed,17.1028060703212,,region_median_imputed,16.9755594437794,,region_median_imputed,1708.834224558845,,region_median_imputed,28.98047680538825,,region_median_imputed,8.16404265399846,,region_median_imputed,103.505,,region_median_imputed,0.173913043478261,2023.0,direct_2023,0.0,,zero_imputed,0.0,2019.0,latest_2019,0.0,,zero_imputed,0.0,2019.0,latest_2019,,0.43267145527006745,0.5223375703732085,0.4727751133763415,0.464177615655008,,,60.0,20.0,39.0,85.0,75.0,35.0,,region_median_imputed,region_median_imputed,region_median_imputed,region_median_imputed,region_median_imputed,region_median_imputed,region_median_imputed,region_median_imputed,region_median_imputed,region_median_imputed,East Asia,0.5852854311466217,0.6234494149684907,0.5204742778092623,0.46144412979483607,NonAligned,Hybrid,,,,,,,,,,,0.0,54.72957490554865,33.09824329338261,34.90947834692321,0.06199604370968019,region_per_capita_imputed,region_per_capita_imputed,,,,,0.07714190339925994,region_median_imputed,0.054785811977402406,derived_wb_energy_balance,region_per_capita_imputed,region_ratio_imputed,3.3099112654987866,derived_faostat_buffer,0.0,zero_imputed_no_wmd_production,1.0917324951934497e-05,derived_wb_manufacturing_demand,0.01917503419209084,derived_wmd_wb_reserve_proxy,0.0,derived_wmd_wb_reserve_proxy,24278.404182265247,93.10248943399772,0.2537720149,0.43267145527006745,0.502443658125225,0.5767154395766556,0.5811989920549095,0.6524207202531398,1.421071473014856,1.282304243879865,0.27100340651410304,0.37828098460629006,0.3784612616975367,5.5767194749496385,5.252713975668258
MOZ,MZ,Mozambique,Sub-Saharan Africa ,Low income,20921079532.6094,2023.0,direct_2023,33635160.0,2023.0,direct_2023,3375952537.01821,2023.0,direct_2023,72.6610029459905,2023.0,direct_2023,10.719,2023.0,direct_2023,49.6,2022.0,latest_2022,1.751486326,2022.0,latest_2022,1.92823085749343,2023.0,direct_2023,404399185.336049,2023.0,direct_2023,-1.26869130134583,2023.0,direct_2023,-0.716628909111023,2023.0,direct_2023,-1.02632343769073,2023.0,direct_2023,-0.593393087387085,2023.0,direct_2023,0.30814,2015.0,latest_2015,2.74244557815277,2023.0,direct_2023,7.11749149900045,2023.0,direct_2023,358.637694361749,2022.0,latest_2022,-106.352427255745,2022.0,latest_2022,25.3716008630861,2023.0,direct_2023,161.67,2022.0,latest_2022,7.18482158752766,2023.0,direct_2023,3.78124905359831,2021.0,latest_2021,3.56569180210999,2021.0,latest_2021,0.0793125662089328,2021.0,latest_2021,0.140484013033913,2021.0,latest_2021,Mozambique,0.493088994998562,0.574292047993824,0.518412102561064,0.314494767343212,direct_ndgain,,75.5,33.0,44.5,81.0,24.0,46.0,,direct_ndgain,direct_ndgain,direct_ndgain,direct_ndgain,region_median_imputed,region_median_imputed,region_median_imputed,region_median_imputed,region_median_imputed,region_median_imputed,Global South,0.24626173973083398,0.35667421817779543,0.294735312461854,0.381321382522583,NonAligned,Hybrid,,,,,,,,,,,7.426253421917234,18536.0,15337.0,16335.0,-182.0,direct_faostat_fbs_2023,direct_faostat_fbs_2023,22.004439599999998,direct_wmd_2023,0.0007470728021873643,direct_wmd_2023,12.062836231888527,latest_2022,24.891955360387424,direct_wmd_2023_plus_wb_balance,,,1576.26,derived_faostat_buffer,0.0007470728021873643,direct_wmd_2023,7.447074679301996e-05,derived_wb_manufacturing_demand,220.63918810095336,derived_wmd_wb_reserve_proxy,0.0004871768208199731,derived_wmd_wb_reserve_proxy,622.0002976828237,0.16136607729807434,0.01751486326,0.493088994998562,0.453647924722556,0.2804626286029813,0.3691996153354644,0.269312959790098,0.7393048388520983,0.8307197881749501,0.7251786839430205,0.5046468693309965,0.5409492800757024,1.8419249677658083,4.361351207346326
MRT,MR,Mauritania,Sub-Saharan Africa ,Lower middle income,10726838461.3987,2023.0,direct_2023,5022441.0,2023.0,direct_2023,2038562789.40175,2021.0,latest_2021,56.36707623161835,,region_median_imputed,4.8274,2023.0,direct_2023,32.0,2019.0,latest_2019,13.24621733,2022.0,latest_2022,2.26048047574852,2023.0,direct_2023,277161496.32525,2023.0,direct_2023,-0.503423988819122,2023.0,direct_2023,-0.763598620891571,2023.0,direct_2023,-0.639136493206024,2023.0,direct_2023,-0.656128466129303,2023.0,direct_2023,0.01019,2018.0,latest_2018,2.3506462344976,2023.0,direct_2023,6.5042739977732,2023.0,direct_2023,730.5723929666075,,region_median_imputed,13.31725266599755,,region_median_imputed,19.1616076506323,2023.0,direct_2023,116.51,2022.0,latest_2022,0.436596487823809,2023.0,direct_2023,0.670017115111406,2021.0,latest_2021,0.0,2021.0,latest_2021,0.0,2021.0,latest_2021,9.58503577077492,2021.0,latest_2021,Mauritania,0.578337692788211,0.542790326381263,0.483257562591045,0.352460705167661,direct_ndgain,,75.5,33.0,44.5,81.0,24.0,46.0,,direct_ndgain,direct_ndgain,direct_ndgain,direct_ndgain,region_median_imputed,region_median_imputed,region_median_imputed,region_median_imputed,region_median_imputed,region_median_imputed,Global South,0.3993152022361756,0.3472802758216858,0.3721727013587952,0.3687743067741394,NonAligned,Hybrid,,,,,,,,,,,0.670017115111406,3318.0,2678.0,1976.0,60.0,direct_faostat_fbs_2023,direct_faostat_fbs_2023,,,0.001208667039577475,direct_wmd_2023,3.6692567399036013,region_median_imputed,3.1806125488864945,derived_wb_energy_balance,,,250.56007233273058,derived_faostat_buffer,0.001208667039577475,direct_wmd_2023,3.472857733227468e-05,derived_wb_manufacturing_demand,2.3356159256410596,derived_wmd_wb_reserve_proxy,0.01738397806708128,derived_wmd_wb_reserve_proxy,2135.7818760635914,0.19004320767369293,0.1324621733,0.578337692788211,0.48697605551384604,0.3821225917339326,0.4091003247499466,0.3033136094126814,0.8734112051824839,0.8008051691274668,0.5927102661154244,0.4571995928512499,0.5260966801641864,2.8927541384519335,4.608302030898483
MUS,MU,Mauritius,Sub-Saharan Africa ,Upper middle income,14072212290.4596,2023.0,direct_2023,1248647.0,2023.0,direct_2023,6424580180.49611,2023.0,direct_2023,57.1349404640455,2019.0,latest_2019,4.3225,2023.0,direct_2023,36.8,2017.0,latest_2017,22.97346419,2022.0,latest_2022,0.14048907662346,2023.0,direct_2023,19936715.8630761,2023.0,direct_2023,0.775418817996979,2023.0,direct_2023,0.710137605667114,2023.0,direct_2023,0.805268526077271,2023.0,direct_2023,0.615706980228424,2023.0,direct_2023,0.23401,2023.0,direct_2023,1.01453890078417,2023.0,direct_2023,11.5004474027095,2023.0,direct_2023,1166.63966960327,2023.0,direct_2023,13.31725266599755,,region_median_imputed,4.01265286259242,2023.0,direct_2023,84.4,2022.0,latest_2022,37.5563345017526,2023.0,direct_2023,0.0,2021.0,latest_2021,0.0,2021.0,latest_2021,0.0,2021.0,latest_2021,0.0,2021.0,latest_2021,Mauritius,0.411861399624017,0.346851921613948,0.512292543902935,0.653842273078115,direct_ndgain,,75.5,33.0,44.5,81.0,24.0,46.0,,direct_ndgain,direct_ndgain,direct_ndgain,direct_ndgain,region_median_imputed,region_median_imputed,region_median_imputed,region_median_imputed,region_median_imputed,region_median_imputed,Global South,0.6550837635993958,0.6420275211334229,0.6610537052154541,0.6231413960456849,NonAligned,Hybrid,,,,,,,,,,,0.0,1339.0,1003.0,616.0,74.0,direct_faostat_fbs_2023,direct_faostat_fbs_2023,,,,,1.4567211235311144,direct_2023,1.2627258908715175,derived_wb_energy_balance,,,121.81318894697536,derived_faostat_buffer,0.0,zero_imputed_no_wmd_production,7.925018830318781e-05,derived_wb_manufacturing_demand,0.4419540618050311,derived_wmd_wb_reserve_proxy,0.0,derived_wmd_wb_reserve_proxy,11269.968446213863,0.4565437223294108,0.2297346419,0.411861399624017,0.5704277672415585,0.6539650005102159,0.6385670800685883,0.5591626920482777,1.1907482685837507,0.6029492306656167,0.5094170589726007,0.34605310814686346,0.2899978067829437,4.845890976534145,5.866782292196079
MWI,MW,Malawi,Sub-Saharan Africa ,Low income,13363669672.9405,2023.0,direct_2023,21104482.0,2023.0,direct_2023,594498493.623211,2020.0,latest_2020,55.5992119991912,2022.0,latest_2022,4.7047,2023.0,direct_2023,38.5,2019.0,latest_2019,17.50483809,2022.0,latest_2022,1.16535783959732,2023.0,direct_2023,149582336.54066,2023.0,direct_2023,-0.235615640878677,2023.0,direct_2023,-0.859506547451019,2023.0,direct_2023,-0.155495509505272,2023.0,direct_2023,0.0756149441003799,2023.0,direct_2023,0.21928999999999998,,region_median_imputed,5.31056594105904,2023.0,direct_2023,12.8020310699741,2023.0,direct_2023,730.5723929666075,,region_median_imputed,13.31725266599755,,region_median_imputed,28.869380408768,2023.0,direct_2023,146.13,2022.0,latest_2022,42.4268137462877,2023.0,direct_2023,0.0166282857564063,2021.0,latest_2021,0.0,2021.0,latest_2021,0.0,2021.0,latest_2021,0.00564591527235387,2021.0,latest_2021,Malawi,0.549017491656397,0.487647537535604,0.514543461762962,0.411500662074562,direct_ndgain,,75.5,33.0,44.5,81.0,24.0,46.0,,direct_ndgain,direct_ndgain,direct_ndgain,direct_ndgain,region_median_imputed,region_median_imputed,region_median_imputed,region_median_imputed,region_median_imputed,region_median_imputed,Global South,0.4528768718242646,0.32809869050979623,0.46890089809894564,0.515122988820076,NonAligned,Hybrid,,,,,,,,,,,0.0166282857564063,28712.0,14196.0,28235.0,-567.0,direct_faostat_fbs_2023,direct_faostat_fbs_2023,0.0449757,direct_wmd_2023,5.995260768298455e-07,direct_wmd_2023,15.418351917060694,region_median_imputed,13.365051035333044,direct_wmd_2023_plus_wb_balance,,,6049.33,derived_faostat_buffer,5.995260768298455e-07,direct_wmd_2023,8.821330606837405e-05,derived_wb_manufacturing_demand,4.805245886106467,derived_wmd_wb_reserve_proxy,1.5485436807834637e-07,derived_wmd_wb_reserve_proxy,633.2147679786929,0.044486170952503006,0.1750483809,0.549017491656397,0.498904500350717,0.43192724213004124,0.4349151858687402,0.32773433904985444,0.7421118637746138,0.7122850562366989,0.5962275249173816,0.46039960492707444,0.4523783322052671,1.9355860921740533,4.7341763244166275
MYS,MY,Malaysia,East Asia & Pacific,Upper middle income,399949418752.657,2023.0,direct_2023,35126298.0,2023.0,direct_2023,110884632023.729,2023.0,direct_2023,64.2816241956596,2023.0,direct_2023,282.3786,2023.0,direct_2023,40.7,2021.0,latest_2021,3.43948718,2022.0,latest_2022,0.981466758859051,2023.0,direct_2023,3925419274.89009,2023.0,direct_2023,0.16851469874382,2023.0,direct_2023,0.875369668006897,2023.0,direct_2023,0.571915447711945,2023.0,direct_2023,0.0876194089651108,2023.0,direct_2023,0.95055,2020.0,latest_2020,59.4155074421789,2023.0,direct_2023,23.020233887779,2023.0,direct_2023,2867.09651939173,2022.0,latest_2022,-0.578726686040022,2022.0,latest_2022,7.76530932127302,2023.0,direct_2023,102.8,2022.0,latest_2022,2.38715568406635,2023.0,direct_2023,0.0252334817053191,2021.0,latest_2021,3.34718425272374,2021.0,latest_2021,1.84561185301968,2021.0,latest_2021,0.0,2021.0,latest_2021,Malaysia,0.366926701483168,0.488152193528602,0.3688405027255,0.58723436758744,direct_ndgain,,60.0,20.0,39.0,85.0,75.0,35.0,,direct_ndgain,direct_ndgain,direct_ndgain,direct_ndgain,region_median_imputed,region_median_imputed,region_median_imputed,region_median_imputed,region_median_imputed,region_median_imputed,East Asia,0.533702939748764,0.6750739336013794,0.614383089542389,0.5175238817930221,IndoPacific,Hybrid,Malaysia,East Asia,IndoPacific,Hybrid,,,,,,Manual bloc override.,5.218029587448739,143895.0,20781.0,129276.0,163.0,direct_faostat_fbs_2023,direct_faostat_fbs_2023,94.0304662,direct_wmd_2023,0.0026558088484807387,direct_wmd_2023,100.71048673491669,latest_2022,101.29332519729245,direct_wmd_2023_plus_wb_balance,,,30773.535076618366,derived_faostat_buffer,0.0026558088484807387,direct_wmd_2023,0.006377706819752134,derived_wb_manufacturing_demand,340.980328917656,derived_wmd_wb_reserve_proxy,0.0025494846539295462,derived_wmd_wb_reserve_proxy,11386.039563652765,0.27724663876134803,0.0343948718,0.366926701483168,0.571503651872949,0.5821471759676934,0.607940980118513,0.5344609705900115,1.4558194979682761,1.2334663344513426,0.5942576607072014,0.3435004814816832,0.32555719296381724,4.807893737134713,5.4212044191108815
NAM,NA,Namibia,Sub-Saharan Africa ,Lower middle income,12408271449.2244,2023.0,direct_2023,2963095.0,2023.0,direct_2023,2956284637.81427,2023.0,direct_2023,4.66758235586367,2015.0,latest_2015,3.6138,2023.0,direct_2023,59.1,2015.0,latest_2015,0.314668328,2022.0,latest_2022,2.74670698895234,2023.0,direct_2023,339405131.876536,2023.0,direct_2023,0.54477721452713,2023.0,direct_2023,0.0308966562151909,2023.0,direct_2023,0.445467591285706,2023.0,direct_2023,0.583879411220551,2023.0,direct_2023,0.64647,2022.0,latest_2022,0.0809713952530879,2023.0,direct_2023,11.0567815368821,2023.0,direct_2023,692.461356441068,2022.0,latest_2022,60.4998985401718,2022.0,latest_2022,7.67765766221879,2023.0,direct_2023,100.53,2022.0,latest_2022,0.971711061715799,2023.0,direct_2023,0.0,2021.0,latest_2021,0.0,2021.0,latest_2021,0.0,2021.0,latest_2021,3.16791637362429,2021.0,latest_2021,Namibia,0.454056125631941,0.557810619432036,0.464950479551123,0.550724169601615,direct_ndgain,,75.5,33.0,44.5,81.0,24.0,46.0,,direct_ndgain,direct_ndgain,direct_ndgain,direct_ndgain,region_median_imputed,region_median_imputed,region_median_imputed,region_median_imputed,region_median_imputed,region_median_imputed,Global South,0.608955442905426,0.5061793312430382,0.5890935182571412,0.6167758822441102,NonAligned,Hybrid,,,,,,,,,,,0.0,2227.0,1548.0,1521.0,40.0,direct_faostat_fbs_2023,direct_faostat_fbs_2023,,,0.000589283366035044,direct_wmd_2023,2.0518287829637463,latest_2022,0.8104744510526378,derived_wb_energy_balance,,,144.69316569375843,derived_faostat_buffer,0.000589283366035044,direct_wmd_2023,6.652544737548864e-05,derived_wb_manufacturing_demand,0.2836660578684232,derived_wmd_wb_reserve_proxy,0.002929747642702905,derived_wmd_wb_reserve_proxy,4187.6050039652455,0.23825112546188354,0.00314668328,0.454056125631941,0.4886194505084205,0.5834347394108772,0.5324907199203968,0.4606472930627416,1.0435901235296252,0.8673909184558509,0.3557243862498774,0.41974065217142364,0.4441588799255816,3.7848956227780772,5.26271294743056
NCL,NC,New Caledonia,East Asia & Pacific,High income,9769167530.35744,2023.0,direct_2023,289870.0,2023.0,direct_2023,102040328419.6615,,region_median_imputed,55.73318954187255,,region_median_imputed,4.8646,2023.0,direct_2023,34.75,,region_median_imputed,25.37720149,,region_median_imputed,1.604873274774315,,region_median_imputed,5142604807.85825,,region_median_imputed,0.4264271557331085,,region_median_imputed,0.6172470748424534,,region_median_imputed,0.10237138904631131,,region_median_imputed,-0.19277935102581978,,region_median_imputed,0.42494,,region_median_imputed,5.267295899888,2015.0,latest_2015,5.60354479440873,2017.0,latest_2017,1708.834224558845,,region_median_imputed,28.98047680538825,,region_median_imputed,1.78613861386139,2019.0,latest_2019,94.76,2022.0,latest_2022,0.326586433260394,2023.0,direct_2023,0.0,2021.0,latest_2021,0.0,2021.0,latest_2021,0.0,2021.0,latest_2021,16.7795377181056,2021.0,latest_2021,,0.43267145527006745,0.5223375703732085,0.4727751133763415,0.464177615655008,,,60.0,20.0,39.0,85.0,75.0,35.0,,region_median_imputed,region_median_imputed,region_median_imputed,region_median_imputed,region_median_imputed,region_median_imputed,region_median_imputed,region_median_imputed,region_median_imputed,region_median_imputed,East Asia,0.5852854311466217,0.6234494149684907,0.5204742778092623,0.46144412979483607,NonAligned,Hybrid,,,,,,,,,,,0.0,265.0,215.0,59.0,0.0,direct_faostat_fbs_2023,direct_faostat_fbs_2023,,,0.008256040128234676,direct_wmd_2023,0.49533977667287243,region_median_imputed,0.3517879475863287,derived_wb_energy_balance,,,17.2,derived_faostat_buffer,0.008256040128234676,direct_wmd_2023,2.8211740716335898e-05,derived_wb_manufacturing_demand,0.12312578165521504,derived_wmd_wb_reserve_proxy,0.13587006540877672,derived_wmd_wb_reserve_proxy,33701.89233227806,10.445140602059874,0.2537720149,0.43267145527006745,0.502443658125225,0.5767154395766556,0.5811989920549095,0.6524207202531398,1.4048275774957955,1.2806798543279592,0.27100340651410304,0.37828098460629006,0.3784612616975367,5.926724958934624,5.252713975668258
NER,NE,Niger,Sub-Saharan Africa ,Low income,16698786977.59,2023.0,direct_2023,26159867.0,2023.0,direct_2023,1820326375.87161,,region_median_imputed,56.36707623161835,,region_median_imputed,3.1629,2023.0,direct_2023,32.9,2021.0,latest_2021,11.02093771,2022.0,latest_2022,1.97616000981122,2023.0,direct_2023,331917310.325695,2023.0,direct_2023,-1.66885960102081,2023.0,direct_2023,-0.640915930271149,2023.0,direct_2023,-0.70808869600296,2023.0,direct_2023,-0.695484280586243,2023.0,direct_2023,0.21928999999999998,,region_median_imputed,8.96675024256666,2023.0,direct_2023,6.9938602495652,2022.0,latest_2022,162.045865914287,2022.0,latest_2022,5.40557852442787,2022.0,latest_2022,32.5058218469012,2023.0,direct_2023,132.61,2022.0,latest_2022,13.9733164916713,2023.0,direct_2023,0.0372529254036624,2021.0,latest_2021,0.0303136934860688,2021.0,latest_2021,0.622678205533793,2021.0,latest_2021,0.830100168425339,2021.0,latest_2021,Niger,0.632980520703441,0.614183023421435,0.469748844735143,0.322754624759074,direct_ndgain,,75.5,33.0,44.5,81.0,24.0,46.0,,direct_ndgain,direct_ndgain,direct_ndgain,direct_ndgain,region_median_imputed,region_median_imputed,region_median_imputed,region_median_imputed,region_median_imputed,region_median_imputed,Global South,0.16622807979583798,0.37181681394577015,0.358382260799408,0.36090314388275135,NonAligned,Hybrid,,,,,,,,,,,0.6902448244235242,17429.0,12825.0,16106.0,242.0,direct_faostat_fbs_2023,direct_faostat_fbs_2023,1.0507884,direct_wmd_2023,2.3746399909609143e-05,direct_wmd_2023,4.239098300217581,latest_2022,4.009950512871632,direct_wmd_2023_plus_wb_balance,,,2307.9054248666016,derived_faostat_buffer,2.3746399909609143e-05,direct_wmd_2023,6.279575124099408e-05,derived_wb_manufacturing_demand,2.991149589243309,derived_wmd_wb_reserve_proxy,3.44872911825641e-05,derived_wmd_wb_reserve_proxy,638.3360808978883,0.10900949741526213,0.1102093771,0.632980520703441,0.45803406592171103,0.2553843718767169,0.39089765932559967,0.29879611199937317,0.7699059595623757,0.8128853865625107,0.6284072913443877,0.48695762208987664,0.5755244759124334,1.8276322007179262,4.487530674538122
