iso3,name,wb_region,income_level,model_region,alliance_block,regime_type,gdp_usd_current,population,fx_reserves_usd,public_debt_pct_gdp,co2_mtco2e,inequality_gini,water_stress_pct,military_gdp_ratio,military_spending_usd,wgi_pv,wgi_ge,wgi_rl,wgi_va,rd_pct_gdp,high_tech_exports_pct,manufacturing_share_pct,energy_use_kg_oe_pc,energy_imports_net_pct,agri_share_pct,food_production_index,arable_land_pct,coal_rents_pct,gas_rents_pct,oil_rents_pct,mineral_rents_pct,climate_vulnerability,habitat_vulnerability,ecosystem_vulnerability,ndgain_governance_readiness,pdi,idv,mas,uai,lto,ind,energy_production_raw,energy_consumption_raw,energy_reserve_raw,food_production_raw,food_consumption_raw,food_reserve_raw,metals_production_raw,metals_consumption_raw,metals_reserve_raw,src_gdp_usd_current,src_population,src_fx_reserves_usd,src_public_debt_pct_gdp,src_co2_mtco2e,src_inequality_gini,src_water_stress_pct,src_military_gdp_ratio,src_military_spending_usd,src_wgi_pv,src_wgi_ge,src_wgi_rl,src_wgi_va,src_rd_pct_gdp,src_high_tech_exports_pct,src_manufacturing_share_pct,src_energy_use_kg_oe_pc,src_energy_imports_net_pct,src_agri_share_pct,src_food_production_index,src_arable_land_pct,src_coal_rents_pct,src_gas_rents_pct,src_oil_rents_pct,src_mineral_rents_pct,src_climate_vulnerability,src_habitat_vulnerability,src_ecosystem_vulnerability,src_ndgain_governance_readiness,src_pdi,src_idv,src_mas,src_uai,src_lto,src_ind,src_energy_production_raw,src_energy_consumption_raw,src_energy_reserve_raw,src_food_production_raw,src_food_consumption_raw,src_food_reserve_raw,src_metals_production_raw,src_metals_consumption_raw,src_metals_reserve_raw,gdp_per_capita,fx_to_gdp,water_stress,climate_risk,biodiversity_local,regime_stability,trust_gov,social_tension,security_index,tech_level,military_power,debt_crisis_prone,conflict_proneness,traditional_secular,survival_self_expression,energy_production_raw,energy_consumption_raw,energy_reserve_raw,food_production_raw,food_consumption_raw,food_reserve_raw,metals_production_raw,metals_consumption_raw,metals_reserve_raw,energy_reserve,energy_production,energy_consumption,food_reserve,food_production,food_consumption,metals_reserve,metals_production,metals_consumption
DEU,Germany,Europe & Central Asia,High income,Europe,Western,Democracy,4562207532490.28,83287273.0,100391907874.527,49.5131518533858,589.6596,32.4,35.35165707,1.48796332620564,67285198637.8624,0.586989283561707,1.18541669845581,1.55120778083801,1.46138572692871,3.13236,17.7818374796623,18.9402532641593,2928.19658713867,70.4874265375658,0.929156663056282,92.71,33.428726783619,0.014480866265137,0.0176994358454919,0.0140349033815617,0.0,0.301488835582132,0.381729230606586,0.278614661681143,0.771425014549867,48.0,61.5,48.5,74.5,61.0,49.0,71.97570937231416,243.8815085506867,27.09954086669579,121289.0,73675.0,22975.336099213557,0.00028275545412729386,0.05105813633166725,9.206170989162767e-05,direct_2023,direct_2023,direct_2023,region_median_imputed,direct_2023,latest_2020,latest_2022,direct_2023,direct_2023,direct_2023,direct_2023,direct_2023,direct_2023,latest_2022,direct_2023,direct_2023,direct_2023,direct_2023,direct_2023,latest_2022,direct_2023,latest_2021,latest_2021,latest_2021,latest_2021,direct_ndgain,direct_ndgain,direct_ndgain,direct_ndgain,region_median_imputed,region_median_imputed,region_median_imputed,region_median_imputed,region_median_imputed,region_median_imputed,direct_wmd_2023_plus_wb_balance,direct_2023,derived_wmd_wb_reserve_proxy,direct_faostat_fbs_2023,direct_faostat_fbs_2023,derived_faostat_buffer,direct_wmd_2023,derived_wb_manufacturing_demand,derived_wmd_wb_reserve_proxy,54776.766823549144,0.022005116417781214,0.35351657070000003,0.301488835582132,0.6698280538561355,0.6895458781719207,0.7311079217433929,0.30485671482723753,0.6225878691673277,1.7908792894434074,1.5724761093194397,0.5070285434680568,0.28890973311824963,7.21165914457417,6.700682893889727,71.97570937231416,243.8815085506867,27.09954086669579,121289.0,73675.0,22975.336099213557,0.00028275545412729386,0.05105813633166725,9.206170989162767e-05,27.07827073115196,71.9192164191035,243.6900886012114,2.5854192874533486,13.648676067318254,8.290662873464802,0.032221598462069685,0.09896440894455286,84.24592494725093
DJI,Djibouti,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,Global South,NonAligned,Autocracy,3898447007.38798,1152944.0,502033555.759362,56.36707623161835,0.88,41.6,6.333333333,1.32324399735374,339405131.876536,-0.516700983047485,-0.731475412845612,-1.1251677274704,-1.27434647083282,0.21928999999999998,3.27550022198031,4.70200377488926,730.5723929666075,13.31725266599755,2.50202235262172,133.0,0.129421915444349,0.0,0.0,0.0,0.0,0.501747234319754,0.623920708323232,0.535211496300325,0.333593097288394,75.5,33.0,44.5,81.0,24.0,46.0,0.7301366316823613,0.8423090570364924,0.25554782108882645,81.0,591.0,110.93710843373493,0.0,9.226436362503707e-06,0.0,direct_2023,direct_2023,direct_2023,region_median_imputed,direct_2023,latest_2017,latest_2022,region_median_imputed,region_median_imputed,direct_2023,direct_2023,direct_2023,direct_2023,region_median_imputed,direct_2023,direct_2023,region_median_imputed,region_median_imputed,direct_2023,latest_2022,direct_2023,latest_2021,latest_2021,latest_2021,latest_2021,direct_ndgain,direct_ndgain,direct_ndgain,direct_ndgain,region_median_imputed,region_median_imputed,region_median_imputed,region_median_imputed,region_median_imputed,region_median_imputed,derived_wb_energy_balance,region_median_imputed,derived_wmd_wb_reserve_proxy,direct_faostat_fbs_2023,direct_faostat_fbs_2023,derived_faostat_buffer,zero_imputed_no_wmd_production,derived_wb_manufacturing_demand,derived_wmd_wb_reserve_proxy,3381.297797107214,0.12877783250816388,0.06333333332999999,0.501747234319754,0.4204338976882215,0.3576454889774322,0.36406522545814535,0.4826050711745097,0.2566030035077032,0.9666191637310433,0.829087179042737,0.6054303157433265,0.4818591439836017,3.2965030160946953,4.357721056116218,0.7301366316823613,0.8423090570364924,0.25554782108882645,81.0,591.0,110.93710843373493,0.0,9.226436362503707e-06,0.0,0.25534724437724204,0.7295635553635487,0.841647937798307,0.012483775584405908,0.009114946627087193,0.0665053513161547,0.0,0.0,0.01522361999813111
DMA,Dominica,Latin America & Caribbean ,Upper middle income,Global South,NonAligned,Democracy,659311111.111111,66510.0,183530007.089389,56.36707623161835,0.0814,39.2,10.0,1.32324399735374,339405131.876536,1.28526425361633,0.260825008153915,0.62485259771347,0.786084830760956,0.21928999999999998,2.88328233207454,3.84183266484659,730.5723929666075,13.31725266599755,12.1097217072814,100.85,8.0,0.0,0.0,0.0,0.0,0.439077888052177,0.342519389408988,0.436749535002589,0.634705484691098,75.5,33.0,44.5,81.0,24.0,46.0,0.04211946753111499,0.04859036985620906,0.014741813635890246,41.485129748021265,40.99017260071359,3.6545921265497987,0.0,1.2689396883617631e-06,0.0,direct_2023,direct_2023,direct_2023,region_median_imputed,direct_2023,region_median_imputed,latest_2022,region_median_imputed,region_median_imputed,direct_2023,direct_2023,direct_2023,direct_2023,region_median_imputed,direct_2023,direct_2023,region_median_imputed,region_median_imputed,direct_2023,latest_2022,direct_2023,latest_2021,latest_2021,latest_2021,latest_2021,direct_ndgain,direct_ndgain,direct_ndgain,direct_ndgain,region_median_imputed,region_median_imputed,region_median_imputed,region_median_imputed,region_median_imputed,region_median_imputed,derived_wb_energy_balance,region_median_imputed,derived_wmd_wb_reserve_proxy,region_per_capita_imputed,region_per_capita_imputed,derived_faostat_buffer,zero_imputed_no_wmd_production,derived_wb_manufacturing_demand,derived_wmd_wb_reserve_proxy,9912.962127666682,0.27836631902061093,0.1,0.439077888052177,0.6103655377942114,0.6830546981096264,0.6108801425218581,0.3406415342061234,0.49630252269261216,1.166289153114139,0.8850091058587828,0.521243483244297,0.3199411672917218,4.732824153657685,5.733759178403167,0.04211946753111499,0.04859036985620906,0.014741813635890246,41.485129748021265,40.99017260071359,3.6545921265497987,0.0,1.2689396883617631e-06,0.0,0.01473024294634463,0.04208640841812752,0.04855223180220843,0.0004112520021885741,0.004668330166308654,0.004612632536920941,0.0,0.0,0.0020937504857969085
DNK,Denmark,Europe & Central Asia,High income,Europe,Western,Democracy,404651706117.557,5946952.0,104958130783.918,49.5131518533858,26.2104,29.9,25.26636019,1.99961332917573,8132606555.21382,0.850847959518433,2.01564884185791,1.90893590450287,1.66469931602478,2.89051,17.1321575837404,16.3542735783544,2482.85667093368,43.7871947382637,1.03787056976317,103.83,59.125,0.0,0.0551051312906266,0.270290117190291,0.0,0.347435104310872,0.456212954066593,0.238361787707023,0.860211354821098,48.0,61.5,48.5,74.5,61.0,49.0,8.300062099933294,14.76542944492239,4.454229874342571,22641.0,7114.0,6003.57,0.0,0.0038844121961031657,0.0,direct_2023,direct_2023,direct_2023,region_median_imputed,direct_2023,direct_2023,latest_2022,direct_2023,direct_2023,direct_2023,direct_2023,direct_2023,direct_2023,latest_2022,direct_2023,direct_2023,direct_2023,direct_2023,direct_2023,latest_2022,direct_2023,latest_2021,latest_2021,latest_2021,latest_2021,direct_ndgain,direct_ndgain,direct_ndgain,direct_ndgain,region_median_imputed,region_median_imputed,region_median_imputed,region_median_imputed,region_median_imputed,region_median_imputed,direct_wmd_2023_plus_wb_balance,direct_2023,derived_wmd_wb_reserve_proxy,direct_faostat_fbs_2023,direct_faostat_fbs_2023,derived_faostat_buffer,zero_imputed_no_wmd_production,derived_wb_manufacturing_demand,derived_wmd_wb_reserve_proxy,68043.54669712434,0.2593789404496572,0.2526636019,0.347435104310872,0.6527126291131919,0.7696660244464877,0.8299738761425018,0.24145229039923838,0.7330910148179008,1.8452573776403516,1.3955694574913666,0.4607174674892601,0.27813747438466674,7.471578835170385,7.258417090313271,8.300062099933294,14.76542944492239,4.454229874342571,22641.0,7114.0,6003.57,0.0,0.0038844121961031657,0.0,4.45073379765121,8.293547471262785,14.753840219584541,0.6755829644689119,2.5477963775787797,0.8005398803098555,0.0,0.0,6.409280123570221
DOM,Dominican Republic,Latin America & Caribbean ,Upper middle income,Global South,NonAligned,Hybrid,120456239153.739,11331265.0,15508981572.1804,56.36707623161835,32.7889,38.4,39.55331412,0.779308679345321,946425773.18119,0.239014014601707,0.12803441286087,-0.128592282533646,0.325887054204941,0.21928999999999998,6.03092939982151,12.5266639934139,950.470105292014,94.4206892076641,4.29425303998525,127.89,20.2448088116483,0.0,0.0,0.0,2.0447901942435,0.432859946020172,0.555761499108538,0.438178557543103,0.488778260716437,75.5,33.0,44.5,81.0,13.0,54.0,0.6008933701176112,10.770028637641712,0.21031267954116392,12641.0,11635.0,1359.0424199623353,0.0007208957409005253,0.0007845862821155287,0.0024429352053935093,direct_2023,direct_2023,direct_2023,region_median_imputed,direct_2023,direct_2023,latest_2022,direct_2023,direct_2023,direct_2023,direct_2023,direct_2023,direct_2023,region_median_imputed,direct_2023,direct_2023,latest_2022,latest_2022,direct_2023,latest_2022,direct_2023,latest_2021,latest_2021,latest_2021,latest_2021,direct_ndgain,direct_ndgain,direct_ndgain,direct_ndgain,region_median_imputed,region_median_imputed,region_median_imputed,region_median_imputed,direct_hofstede,direct_hofstede,derived_wb_energy_balance,latest_2022,derived_wmd_wb_reserve_proxy,direct_faostat_fbs_2023,direct_faostat_fbs_2023,derived_faostat_buffer,direct_wmd_2023,derived_wb_manufacturing_demand,derived_wmd_wb_reserve_proxy,10630.431743829044,0.12875199890963054,0.39553314120000005,0.432859946020172,0.5030299716741795,0.5249833039939403,0.5481423559725285,0.4280186455925412,0.406458281758566,1.1917740393042218,1.0055257121268486,0.5719660521293732,0.370425103712548,4.742969705760046,5.452693134270101,0.6008933701176112,10.770028637641712,0.21031267954116392,12641.0,11635.0,1359.0424199623353,0.0007208957409005253,0.0007845862821155287,0.0024429352053935093,0.21014760740129146,0.6004217354322613,10.761575359039671,0.15293332249264327,1.4224943248519657,1.309288938347648,0.8550273218877282,0.25231350931518387,1.2945673654906218
DZA,Algeria,"Middle East, North Africa, Afghanistan & Pakistan",Upper middle income,Middle East,MENA,Autocracy,247923887214.655,46164219.0,69708546411.6242,102.847276118182,190.5786,34.400000000000006,144.8149712,7.39039327356489,18263967968.2621,-0.577885270118713,-0.670135140419006,-0.678364396095276,-0.979883790016174,0.47865,0.960396672710236,9.12018358899041,1503.41406578063,-129.337044067666,13.3692450434856,111.22,3.16197401899452,0.0,7.9957286210892,14.4615654623053,0.00378676836519861,0.367352335364758,0.446512543022908,0.414788224367568,0.36317431318135,13.0,54.0,47.0,81.0,25.0,30.0,159.19992,69.40393618037741,2930.394680149134,30930.0,38715.0,3097.2000000000003,9.867456913645025e-05,0.0011065097635449407,2.7809850770907893e-05,direct_2023,direct_2023,direct_2023,region_median_imputed,direct_2023,region_median_imputed,latest_2022,direct_2023,direct_2023,direct_2023,direct_2023,direct_2023,direct_2023,latest_2017,latest_2017,direct_2023,direct_2023,direct_2023,direct_2023,latest_2022,direct_2023,latest_2021,latest_2021,latest_2021,latest_2021,direct_ndgain,direct_ndgain,direct_ndgain,direct_ndgain,region_median_imputed,region_median_imputed,region_median_imputed,region_median_imputed,region_median_imputed,region_median_imputed,direct_wmd_2023_plus_wb_balance,direct_2023,derived_wmd_wb_reserve_proxy,direct_faostat_fbs_2023,direct_faostat_fbs_2023,derived_faostat_buffer,direct_wmd_2023,derived_wb_manufacturing_demand,derived_wmd_wb_reserve_proxy,5370.477235077994,0.2811691410407334,1.0,0.367352335364758,0.569349616304762,0.3757089948654176,0.39717579283714305,0.577367356813663,0.31408442817062643,1.051910926256929,1.3570848518105616,0.8917881755541189,0.6363141580734712,4.666474638857909,4.398511607372052,159.19992,69.40393618037741,2930.394680149134,30930.0,38715.0,3097.2000000000003,9.867456913645025e-05,0.0011065097635449407,2.7809850770907893e-05,2928.0946451651357,159.07496571041906,69.3494617840364,0.34852855177054887,3.4805592490840356,4.356606897131861,0.009733447769817763,0.03453609919775759,1.8257411098491514
ECU,Ecuador,Latin America & Caribbean ,Upper middle income,Global South,NonAligned,Hybrid,121147057000.0,17980083.0,2698912577.71816,56.36707623161835,46.7901,44.6,6.782352941,2.2651385614971,2692000000.0,-0.338139981031418,-0.494244992733002,-0.957790791988373,-0.061911303550005,0.43839,7.27423385399254,13.2994712368456,904.739923624519,-69.401314941725,7.99547363333803,98.86,4.13915284264777,0.0,0.0136026725030243,6.40325083301788,0.0,0.461330351743818,0.66448253664409,0.564585649390097,0.367812874145949,75.5,33.0,44.5,81.0,24.0,46.0,27.557018276290208,16.267298920182512,187.575890142037,22570.0,10336.0,5132.900631881283,0.000977318669974611,0.0008498567255111369,0.0004996660920095221,direct_2023,direct_2023,direct_2023,region_median_imputed,direct_2023,direct_2023,latest_2022,direct_2023,direct_2023,direct_2023,direct_2023,direct_2023,direct_2023,latest_2014,direct_2023,direct_2023,latest_2022,latest_2022,direct_2023,latest_2022,direct_2023,latest_2021,latest_2021,latest_2021,latest_2021,direct_ndgain,direct_ndgain,direct_ndgain,direct_ndgain,region_median_imputed,region_median_imputed,region_median_imputed,region_median_imputed,region_median_imputed,region_median_imputed,direct_wmd_2023_plus_wb_balance,latest_2022,derived_wmd_wb_reserve_proxy,direct_faostat_fbs_2023,direct_faostat_fbs_2023,derived_faostat_buffer,direct_wmd_2023,derived_wb_manufacturing_demand,derived_wmd_wb_reserve_proxy,6737.847483796376,0.022277987138541552,0.06782352941,0.461330351743818,0.3854659069829065,0.3951452627778053,0.4427645532026887,0.45356718154826997,0.27920516425234493,1.1266255872337019,1.1139118378653359,0.611532200268187,0.497447049086931,4.202056639670283,4.7802555844651735,27.557018276290208,16.267298920182512,187.575890142037,22570.0,10336.0,5132.900631881283,0.000977318669974611,0.0008498567255111369,0.0004996660920095221,187.42866386142578,27.5353890716921,16.25453089379172,0.5776063617498768,2.5398067330044194,1.163112201698435,0.17488313220333274,0.3420615344911138,1.4022635970933752
EGY,"Egypt, Arab Rep.","Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,Middle East,MENA,Autocracy,395926075163.006,114535772.0,24695657741.4334,102.847276118182,275.8365,28.5,141.1657559,0.808918707093165,3167150125.91356,-0.866764307022095,-0.239516973495483,-0.184178426861763,-1.37938976287842,1.03356,3.16286878393567,15.0639098410698,928.39494742708,20.2563785795628,10.6003111645036,109.07,3.11718318348486,0.0,2.04572586744071,2.98581458250197,0.0,0.411320703435466,0.326324249272843,0.392111508620566,0.379905701155441,13.0,54.0,47.0,81.0,7.0,4.0,84.79492691315755,106.33443202446003,274.40870330588,83028.0,74936.0,8827.08,0.0005770941316338229,0.002997949305403224,0.00023330298450243437,direct_2023,direct_2023,direct_2023,region_median_imputed,direct_2023,latest_2021,latest_2022,direct_2023,direct_2023,direct_2023,direct_2023,direct_2023,direct_2023,direct_2023,direct_2023,direct_2023,direct_2023,direct_2023,direct_2023,latest_2022,direct_2023,latest_2021,latest_2021,latest_2021,latest_2021,direct_ndgain,direct_ndgain,direct_ndgain,direct_ndgain,region_median_imputed,region_median_imputed,region_median_imputed,region_median_imputed,direct_hofstede,direct_hofstede,direct_wmd_2023_plus_wb_balance,direct_2023,derived_wmd_wb_reserve_proxy,direct_faostat_fbs_2023,direct_faostat_fbs_2023,derived_faostat_buffer,direct_wmd_2023,derived_wb_manufacturing_demand,derived_wmd_wb_reserve_proxy,3456.789684562531,0.06237441606053856,1.0,0.411320703435466,0.6407821210532956,0.38586632594466214,0.42585191032290454,0.5554539528388307,0.37007523516745994,1.0559542289042367,1.1413100153781885,0.9177005122165139,0.44805198799719076,4.140361459323718,4.173805598775691,84.79492691315755,106.33443202446003,274.40870330588,83028.0,74936.0,8827.08,0.0005770941316338229,0.002997949305403224,0.00023330298450243437,274.1933228925205,84.7283722952124,106.2509712826983,0.9933131243583806,9.343157883380192,8.432563462313654,0.08165604457585203,0.201982946071838,4.946616353915318
ERI,Eritrea,Sub-Saharan Africa ,Low income,Global South,NonAligned,Autocracy,15321055822.5167,3470390.0,191694416.403147,56.36707623161835,0.7642,39.2,11.17511521,1.32324399735374,339405131.876536,-0.792767763137817,-1.79375612735748,-1.76205575466156,-1.86236107349396,0.21928999999999998,3.13907204820087,9.83578649678412,289.547794683649,13.31725266599755,9.31098009756551,106.08,5.69409349206375,0.0,0.0,0.0,0.0,0.591529924417422,0.640078673354312,0.564683297291376,0.179707184219743,75.5,33.0,44.5,81.0,24.0,46.0,0.8710261872839866,1.0048437711921887,0.3048591655493953,2164.630573240648,2138.8044668740104,190.6910234559789,0.0009189223596759331,7.572619868403465e-05,0.00045546513203258615,region_median_imputed,direct_2023,latest_2019,region_median_imputed,direct_2023,region_median_imputed,latest_2022,region_median_imputed,region_median_imputed,direct_2023,direct_2023,direct_2023,direct_2023,region_median_imputed,region_median_imputed,region_median_imputed,latest_2022,region_median_imputed,region_median_imputed,latest_2022,direct_2023,zero_imputed,zero_imputed,zero_imputed,zero_imputed,direct_ndgain,direct_ndgain,direct_ndgain,direct_ndgain,region_median_imputed,region_median_imputed,region_median_imputed,region_median_imputed,region_median_imputed,region_median_imputed,derived_wb_energy_balance,latest_2022,derived_wmd_wb_reserve_proxy,region_per_capita_imputed,region_per_capita_imputed,derived_faostat_buffer,direct_wmd_2023,derived_wb_manufacturing_demand,derived_wmd_wb_reserve_proxy,4414.7936752113455,0.012511828076588686,0.1117511521,0.591529924417422,0.397619014677156,0.252942513227463,0.2304443785667421,0.555318755774263,0.11585205316543598,0.9766518197453324,0.8089778020928258,0.6399779777121685,0.5546401446655629,3.4988043000961864,3.6169031370594475,0.8710261872839866,1.0048437711921887,0.3048591655493953,2164.630573240648,2138.8044668740104,190.6910234559789,0.0009189223596759331,7.572619868403465e-05,0.00045546513203258615,0.30461988489866726,0.8703425282819064,1.0040550802206787,0.02145850001315901,0.24358632274629216,0.2406801056954603,0.15941279621140514,0.3216228258865766,0.12494822782865712
ESP,Spain,Europe & Central Asia,High income,Europe,Western,Democracy,1619481980719.64,48352528.0,84417863327.7431,107.300287362269,220.9934,33.4,43.25403923,1.4715775760116,23821202155.5655,0.287291556596756,0.752065539360046,0.822885692119598,1.19472968578339,1.43532,9.56253561613111,10.9510128785567,2293.70814634203,76.9846775136602,2.6062235563618,98.83,23.0074340991168,0.0,0.000567219730435266,0.000151493558291056,0.0964957986887776,0.304735938404402,0.370305237983475,0.278580875010024,0.625481590831913,48.0,61.5,48.5,74.5,61.0,49.0,25.525508741760827,110.9065873698311,8.94445124697721,73081.0,40206.0,14722.73,0.0015143430666484743,0.009599606077193188,0.0012021597914238312,direct_2023,direct_2023,direct_2023,direct_2023,direct_2023,direct_2023,latest_2022,direct_2023,direct_2023,direct_2023,direct_2023,direct_2023,direct_2023,latest_2022,direct_2023,direct_2023,direct_2023,direct_2023,direct_2023,latest_2022,direct_2023,latest_2021,latest_2021,latest_2021,latest_2021,direct_ndgain,direct_ndgain,direct_ndgain,direct_ndgain,region_median_imputed,region_median_imputed,region_median_imputed,region_median_imputed,region_median_imputed,region_median_imputed,direct_wmd_2023_plus_wb_balance,direct_2023,derived_wmd_wb_reserve_proxy,direct_faostat_fbs_2023,direct_faostat_fbs_2023,derived_faostat_buffer,direct_wmd_2023,derived_wb_manufacturing_demand,derived_wmd_wb_reserve_proxy,33493.2225409112,0.05212646039459533,0.43254039229999997,0.304735938404402,0.6755569435032505,0.6028289774060249,0.6635968663334847,0.3561714028578168,0.5292492231005307,1.5217892975228031,1.470396966788372,0.8756168199369494,0.3319723226030159,6.649347982853415,6.311812928809607,25.525508741760827,110.9065873698311,8.94445124697721,73081.0,40206.0,14722.73,0.0015143430666484743,0.009599606077193188,0.0012021597914238312,8.937430844258055,25.505474046950564,110.81953799295553,1.6567518290742647,8.22381993153283,4.524389433193429,0.4207559269983409,0.530020073326966,15.839350027368754
EST,Estonia,Europe & Central Asia,High income,Europe,Western,Democracy,41470344395.1086,1370286.0,2576539073.75936,49.5131518533858,11.4741,30.7,13.04628519,2.99572297522503,1235949714.99691,0.660533905029297,1.2634699344635,1.42638897895813,1.21992552280426,1.78205,16.581160524959,11.4121180604126,3089.39333905852,3.77111519842947,1.71558125919165,105.65,16.6393634448865,0.0,0.0,0.962229214145247,0.0,0.33437359477242,0.578824980332049,0.49412788320971,0.759858781118001,40.0,60.0,30.0,60.0,82.0,16.0,4.073707843699313,4.233352441005143,3.6742601945560525,2749.0,1305.0,609.8,0.0,0.0002762161883973828,0.0,direct_2023,direct_2023,direct_2023,region_median_imputed,direct_2023,direct_2023,latest_2022,direct_2023,direct_2023,direct_2023,direct_2023,direct_2023,direct_2023,latest_2022,direct_2023,direct_2023,direct_2023,direct_2023,direct_2023,latest_2022,direct_2023,latest_2021,latest_2021,latest_2021,latest_2021,direct_ndgain,direct_ndgain,direct_ndgain,direct_ndgain,direct_hofstede,direct_hofstede,direct_hofstede,direct_hofstede,direct_hofstede,direct_hofstede,derived_wb_energy_balance,direct_2023,derived_wmd_wb_reserve_proxy,direct_faostat_fbs_2023,direct_faostat_fbs_2023,derived_faostat_buffer,zero_imputed_no_wmd_production,derived_wb_manufacturing_demand,derived_wmd_wb_reserve_proxy,30264.006488505755,0.062129676310652034,0.1304628519,0.33437359477242,0.46352356822912055,0.6945169758796692,0.7301014437198639,0.2700437355783393,0.6202145469662012,1.592197803375281,1.111842144903581,0.5009393587552204,0.3555667030009587,6.60967858565022,6.22046348302098,4.073707843699313,4.233352441005143,3.6742601945560525,2749.0,1305.0,609.8,0.0,0.0002762161883973828,0.0,3.6713763076021757,4.070510434620403,4.2300297286142605,0.06862091917528111,0.30934553429460115,0.14685191788084923,0.0,0.0,0.4557567108556814
ETH,Ethiopia,Sub-Saharan Africa ,Not classified,Global South,NonAligned,Autocracy,135874093202.492,128691692.0,2028214254.61106,31.4488445675115,19.0165,31.1,32.25718654,0.882490047359025,1409020101.00844,-1.96956777572632,-0.768662095069885,-0.670203268527985,-1.06066715717316,0.27437,3.75062055802087,4.47900684001568,377.921752731092,10.7924961213427,35.7864807848152,116.31,14.5325559938566,0.000163832810177573,0.0,0.0,0.264587228725472,0.522363326258994,0.58557579805884,0.486611944692565,0.307250003995827,75.5,33.0,44.5,81.0,24.0,46.0,43.38641724452759,48.63538980256985,15.18932332829334,48674.0,43438.0,5307.639999999999,3.383451403266123e-05,0.000308066782122921,2.1662528857903637e-05,direct_2023,direct_2023,direct_2023,latest_2019,direct_2023,latest_2021,latest_2022,direct_2023,direct_2023,direct_2023,direct_2023,direct_2023,direct_2023,latest_2017,direct_2023,direct_2023,latest_2022,latest_2022,direct_2023,latest_2022,direct_2023,latest_2021,latest_2021,latest_2021,latest_2021,direct_ndgain,direct_ndgain,direct_ndgain,direct_ndgain,region_median_imputed,region_median_imputed,region_median_imputed,region_median_imputed,region_median_imputed,direct_hofstede,derived_wb_energy_balance,latest_2022,derived_wmd_wb_reserve_proxy,direct_faostat_fbs_2023,direct_faostat_fbs_2023,derived_faostat_buffer,direct_wmd_2023,derived_wb_manufacturing_demand,derived_wmd_wb_reserve_proxy,1055.8109159252642,0.01492715945186423,0.3225718654,0.522363326258994,0.4639061286242975,0.21909089744091015,0.35880987427234634,0.5199250218244416,0.2858753591775894,0.7867881188820408,0.9979484470084038,0.4808596827932755,0.5231908664830007,2.084252400468334,4.294124349537291,43.38641724452759,48.63538980256985,15.18932332829334,48674.0,43438.0,5307.639999999999,3.383451403266123e-05,0.000308066782122921,2.1662528857903637e-05,15.177401393246504,43.35236371645892,48.597216412901865,0.5972698187134946,5.477295211442494,4.888087056634735,0.007581885100266273,0.01184207991143143,0.5083101905028194
FIN,Finland,Europe & Central Asia,High income,Europe,Western,Democracy,295021982462.75,5583911.0,13678494896.6915,49.5131518533858,32.8867,27.4,7.11406213,2.0075369530221,5928021054.36018,0.713986694812775,1.73860657215118,1.96704590320587,1.63263607025146,2.96469,9.71402259549133,14.4607986864481,5866.65173975112,30.2718534094324,2.33793174221545,98.15,7.38255033557047,0.0,0.0,0.0456314892036643,0.109078885852519,0.280200400598793,0.495874205830012,0.362041935344319,0.844611580640777,33.0,63.0,26.0,59.0,38.0,57.0,22.84214674691922,32.758861182765415,8.592637907819785,7168.0,4884.0,1190.12,0.004399983334819616,0.0023131435805863578,0.006966860433233634,direct_2023,direct_2023,direct_2023,region_median_imputed,direct_2023,direct_2023,latest_2022,direct_2023,direct_2023,direct_2023,direct_2023,direct_2023,direct_2023,latest_2022,direct_2023,direct_2023,direct_2023,direct_2023,direct_2023,latest_2022,direct_2023,latest_2021,latest_2021,latest_2021,latest_2021,direct_ndgain,direct_ndgain,direct_ndgain,direct_ndgain,direct_hofstede,direct_hofstede,direct_hofstede,direct_hofstede,direct_hofstede,direct_hofstede,derived_wb_energy_balance,direct_2023,derived_wmd_wb_reserve_proxy,direct_faostat_fbs_2023,direct_faostat_fbs_2023,derived_faostat_buffer,direct_wmd_2023,derived_wb_manufacturing_demand,derived_wmd_wb_reserve_proxy,52834.29167527025,0.04636432438867016,0.0711406213,0.280200400598793,0.5710419294128345,0.7464350944757461,0.8043312301874155,0.21370993851792194,0.7007908992970453,1.7548345493660846,1.3411538961911194,0.49256923827039006,0.26625638652473754,7.362102261724759,7.292946212419155,22.84214674691922,32.758861182765415,8.592637907819785,7168.0,4884.0,1190.12,0.004399983334819616,0.0023131435805863578,0.006966860433233634,8.58589363957268,22.82421819381904,32.733149108120074,0.13392444789912358,0.8066165113945802,0.549597522551776,2.438401151631772,1.5399941671868655,3.8166869079674886
